observation,measure1,measure2,measure3,measure4
621,6,19.62796973,0.735978724,97.01180859
622,4,7.930252182,-0.253085892,86.51132291
623,3,93.69253716,2.441837911,73.7891259
624,5,3.285569033,-1.214729338,93.30365499
625,3,131.9661738,2.815657136,72.77620498
626,6,9.989909798,-0.001101757,97.86698562
627,1,31.5960569,1.255548265,56.26733729
628,4,7.489194499,-0.315537236,83.66298757
629,6,14.12261546,0.376727976,96.69966426
630,6,49.51013109,1.74572564,96.69578093
631,5,17.06645007,0.58336229,92.37864648
632,5,3.631762594,-1.105399154,93.04835439
633,1,2.397403021,-1.558674519,57.82606212
634,1,8.301671774,-0.20313223,55.32110536
635,4,12.40956635,0.235604874,84.71388478
636,3,9.896976513,-0.011301855,74.14380184
637,3,10.37844144,0.040539124,71.40693042
638,4,50.73591932,1.772416743,86.64234226
639,1,2.899560727,-1.351127756,55.68757689
640,4,2.648107563,-1.450129079,89.78798469
641,4,4.860905889,-0.787261347,86.50455367
642,2,8.362318394,-0.195188468,67.15644564
643,6,4.142510297,-0.961794228,97.51095212
644,3,24.78787689,0.990700412,78.74234867
645,4,37.56533793,1.444406914,83.06701354
646,2,16.10744834,0.520246124,66.00048617
647,3,4.604514607,-0.846399301,77.39019585
648,1,2.837397096,-1.374779786,55.58714576
649,2,16.56677409,0.550932164,68.21719775
650,2,7.801488006,-0.270951783,70.68822267
651,0,12.00359584,0.199304827,52.43409991
652,5,16.13888704,0.52237417,93.98095718
653,5,1.320307136,-2.209692442,92.96458439
654,4,2.447865028,-1.535941396,85.18526456
655,2,4.194142193,-0.948275724,61.44894124
656,3,18.34983583,0.662492279,75.27111267
657,3,10.26256929,0.028285928,78.40433567
658,2,2.099417891,-1.703525887,64.86175259
659,4,7.727683145,-0.281325554,86.70423063
660,4,14.95271724,0.439061459,87.74647113
661,1,5.713766795,-0.610839533,56.36648934
662,5,12.7712921,0.266961943,95.54528071
663,2,13.56247857,0.332560341,65.10920898
664,4,9.133565039,-0.098908563,88.08334275
665,7,11.05618744,0.109577806,98.96334196
666,0,28.88743559,1.157734785,52.43484187
667,1,18.24736114,0.656380514,59.68562062
668,4,1.971776817,-1.771981275,89.00643892
669,2,10.10943416,0.011878293,60.43236296
670,4,30.71152257,1.224559826,85.85952973
671,4,7.151128179,-0.365948219,88.36288549
672,3,7.381800224,-0.331300471,75.19637394
673,1,5.073953252,-0.740447133,54.17065419
674,2,6.124608563,-0.535059703,71.07671842
675,0,9.044430229,-0.109611464,51.01452247
676,3,4.787088924,-0.803961648,79.27253686
677,3,9.167164381,-0.094901192,79.7697195
678,2,17.42605388,0.606119132,70.4122275
679,2,8.923825571,-0.124262266,62.9072518
680,2,17.09912103,0.585449518,70.40841953
681,0,3.87790118,-1.03383237,52.39565736
682,3,35.02431119,1.367969018,71.33204634
683,3,12.32847219,0.22844966,76.60634869
684,1,18.37710029,0.664112629,52.72447006
685,1,35.16211297,1.372254493,57.16339012
686,3,13.85837881,0.356115055,74.49998419
687,4,14.4212232,0.399562987,84.19125342
688,3,29.79215914,1.191390583,75.21618615
689,5,14.09329575,0.374459875,95.72482138
690,1,13.98952774,0.366394558,57.81378119
691,0,29.49766414,1.180548867,51.52868243
692,1,9.15045507,-0.096892261,57.34970208
693,4,4.266140376,-0.929700081,84.65718619
694,3,2.335681831,-1.587139528,79.16268578
695,4,8.37140182,-0.194003644,89.05597583
696,3,63.17620683,2.011744307,72.86997729
697,4,36.33422415,1.408041109,90.00255534
698,4,3.511287214,-1.142216503,89.62843476
699,4,73.08545947,2.170756804,85.18115615
700,3,3.166864696,-1.254888879,74.97341211
701,2,7.964880915,-0.24833068,62.46917571
702,2,2.095827577,-1.705393865,64.23576196
703,1,5.090615898,-0.736869036,53.68019824
704,3,11.07831845,0.111760175,82.31749659
705,4,16.28300146,0.532076336,86.213234
706,3,18.32073358,0.660760048,71.53434333
707,4,4.475160043,-0.877497665,89.09633681
708,2,31.51624172,1.252787887,65.28158489
709,3,4.117557017,-0.968388124,71.56953651
710,4,6.693720044,-0.438087278,85.00084567
711,4,2.616093297,-1.463403426,87.22183988
712,1,0.77221455,-2.795049493,55.3653326
713,4,5.775984973,-0.599019802,83.41567446
714,2,3.79638053,-1.057019283,69.00782374
715,2,10.81471675,0.085478083,63.13066853
716,2,1.07927791,-2.429679577,70.03059364
717,7,37.1394863,1.431964316,98.81918132
718,3,15.01621762,0.443686359,79.28555406
719,4,1.745643188,-1.90492161,87.28223087
720,2,26.56683038,1.06634099,60.02556948
721,3,48.89749318,1.732136955,73.82053725
722,4,42.91378534,1.589678873,84.721636
723,3,5.338322288,-0.685015843,77.87929086
724,1,20.31479622,0.77351476,56.59737526
725,3,9.337881067,-0.074764188,76.20885626
726,5,12.1156603,0.209446364,91.34564648
727,1,11.13499725,0.11732953,55.58918845
728,4,7.107550757,-0.372619056,82.79929926
729,5,20.02492325,0.757829958,91.20763107
730,3,16.42240138,0.54137975,72.36479479
731,0,12.08575293,0.206749032,51.60322266
732,1,26.95764616,1.082278633,54.99436168
733,3,9.050955745,-0.108824339,81.84434695
734,1,3.598445035,-1.115457398,53.47886208
735,3,40.2381764,1.519420709,76.70557093
736,2,9.494622079,-0.056597267,60.88061378
737,3,41.46814325,1.552280687,82.17147953
738,2,13.00065832,0.286388254,70.50105573
739,4,5.853876002,-0.584400855,90.53071045
740,6,14.21958797,0.384196133,97.60942764
741,2,9.141845741,-0.097919562,61.03138811
742,2,12.99775224,0.286144273,65.25559055
743,0,46.89476357,1.686496296,50.03492011
744,0,25.02402858,1.001048446,50.0122602
745,1,16.85584015,0.569810522,58.70618604
746,3,3.644997323,-1.101429303,72.26083152
747,5,11.8783127,0.187854331,90.83289285
748,5,15.03364103,0.444951933,92.1454451
749,4,4.714101058,-0.820729518,86.04137436
750,1,4.987395739,-0.75922542,54.52675103
751,3,23.89157251,0.950506929,76.26299235
752,3,1.952352134,-1.78278593,81.07135878
753,6,1.015946126,-2.495675981,98.08159422
754,4,5.29350424,-0.69421704,84.04212259
755,2,7.071674571,-0.378141755,66.58280675
756,2,62.78984055,2.005049411,69.10228444
757,4,10.5089716,0.05417957,85.09269399
758,5,4.865713662,-0.786182453,93.25379048
759,3,11.77733968,0.178537467,77.02525964
760,3,2.236105576,-1.634687845,77.24260177
761,1,30.13069386,1.203721974,53.13467589
762,2,26.83547169,1.077321264,61.75932926
763,3,10.6527123,0.069005874,72.85904835
764,4,16.60748056,0.553610464,85.20380616
765,4,31.01997478,1.235466225,88.85346353
766,3,6.36557411,-0.492944708,75.11292632
767,2,11.50265295,0.152781866,70.37863168
768,1,15.41396887,0.472218107,57.55590739
769,4,11.3059994,0.133962298,88.06788458
770,1,1.181090692,-2.331298017,58.47838992
771,3,4.678984695,-0.828889702,74.78004523
772,3,5.302240303,-0.692417418,78.56089289
773,3,14.73250171,0.422869017,78.48293069
774,2,21.52273556,0.836551898,70.99109277
775,1,7.838908123,-0.265729566,57.53850192
776,1,24.91896033,0.996456526,59.94240638
777,7,7.396495364,-0.329130039,98.99689112
778,7,3.435221158,-1.166118731,99.03964937
779,1,3.922049493,-1.021477915,55.03938444
780,4,7.269805019,-0.347985209,87.72151688
781,2,12.57251216,0.249841841,69.0896081
782,4,10.99698787,0.103718513,90.15284673
783,4,3.020499898,-1.306531546,89.65206125
784,4,27.97650695,1.122765943,84.2048287
785,2,4.778335855,-0.805958992,65.88345211
786,2,1.024476187,-2.486551014,64.54108297
787,3,4.282888599,-0.925423968,74.74090642
788,4,2.421626143,-1.547702895,90.15298093
789,3,4.964638168,-0.764216695,71.51005638
790,3,11.35222449,0.138415262,81.53988243
791,2,5.328067499,-0.687114329,70.61609593
792,5,1.896621144,-1.814392613,90.98898986
793,2,2.076396223,-1.715559519,63.89557268
794,2,3.823740663,-1.049182192,59.99428792
795,3,2.939513426,-1.336192743,75.72335384
796,2,6.307678335,-0.502916162,70.61736326
797,2,9.903547069,-0.010577549,61.02444573
798,4,105.2189588,2.568462526,86.07008541
799,0,10.66156185,0.069912123,51.19569326
800,6,2.41926819,-1.548766074,96.40907811
801,3,65.45473618,2.050412271,72.70457625
802,7,33.58622611,1.322212384,98.99669976
803,3,7.194683859,-0.359321208,77.57073395
804,3,20.4169622,0.778989591,74.99979781
805,3,5.193492116,-0.715033716,80.26633038
806,4,4.789432038,-0.803427597,87.39229018
807,1,6.615226567,-0.45096063,54.09079685
808,5,16.09314849,0.51927681,94.20794593
809,2,8.425330964,-0.186995599,63.87317175
810,2,6.427432541,-0.482390483,64.76008205
811,7,19.48294686,0.727885208,99.15617376
812,3,14.94969279,0.438840691,79.07068394
813,3,3.334314635,-1.198656609,76.45992214
814,3,13.22800916,0.30530855,75.77217625
815,2,8.308085046,-0.202289452,67.46609486
816,2,20.85579524,0.802198189,61.17218842
817,1,7.965996586,-0.248177821,54.59169314
818,4,4.124829541,-0.966462245,84.34511011
819,3,5.762799668,-0.601513978,81.7459294
820,3,17.1173226,0.586610621,75.25101698
821,1,9.295071955,-0.07977897,57.8119022
822,4,42.95920866,1.59083344,83.87714069
823,3,5.723494273,-0.608983118,74.78376887
824,1,22.11833417,0.866342684,57.40293433
825,1,9.766316382,-0.025805927,59.67449817
826,2,6.508227781,-0.468757229,60.58226005
827,3,94.21823818,2.447944308,74.13432865
828,3,20.7985928,0.799200747,78.73938367
829,2,16.2142802,0.527460595,68.93345438
830,2,8.609329633,-0.16341826,66.31951914
831,6,4.755295725,-0.811234012,96.45881157
832,1,6.195611696,-0.522480285,58.80135851
833,4,5.908215329,-0.574316932,83.96832537
834,2,9.042099719,-0.109892714,65.87790492
835,4,9.688297718,-0.034559289,83.31186553
836,3,14.82980343,0.430053251,76.91967672
837,6,3.769587636,-1.064748823,95.99364089
838,1,17.14720135,0.588513953,54.59585068
839,2,16.48730249,0.545684277,64.61861671
840,4,4.927546508,-0.772401018,83.18544197
841,1,5.744184308,-0.605045053,53.79819425
842,1,2.503843951,-1.511264835,56.14344535
843,3,45.06413492,1.643039213,82.24960212
844,2,1.544108521,-2.038805254,67.20494023
845,4,19.3404906,0.719876062,90.40503546
846,1,16.64002234,0.555746847,53.31858877
847,5,2.928880036,-1.340147772,92.4995032
848,4,19.20970558,0.712470982,82.46576949
849,3,13.37415578,0.317300032,72.84593517
850,2,3.945874107,-1.014868488,63.24980601
851,0,31.54109864,1.253648303,51.2223937
852,4,3.825545297,-1.048667242,85.49826848
853,1,4.060642091,-0.983578629,54.07663255
854,6,5.892271729,-0.577265991,97.81401575
855,1,0.715957058,-2.877602152,58.30686504
856,3,14.83176955,0.430197932,75.89150721
857,2,5.332775358,-0.686150436,70.18714972
858,1,19.87513544,0.74963585,57.15513619
859,5,26.04010241,1.044485799,93.43810156
860,5,8.452973532,-0.183420841,92.52358159
861,2,29.3949871,1.176743388,70.24689892
862,4,4.778982505,-0.805811309,86.91484474
863,2,4.165545835,-0.955742258,64.92168633
864,5,17.7926232,0.628838459,91.71641911
865,0,10.82820517,0.086838406,51.35115597
866,1,5.271063445,-0.698853471,56.16444648
867,2,9.605843402,-0.043887263,65.72605231
868,3,4.19298828,-0.948576025,78.78490476
869,6,1.50879583,-2.064053644,95.85751453
870,4,10.15657231,0.016955231,83.4012178
871,2,9.237165311,-0.086599194,67.75390898
872,2,11.60394556,0.162350307,68.03509857
873,2,19.87591654,0.74967874,64.86819092
874,2,17.24563627,0.594761062,64.08010196
875,6,1.852104852,-1.840313652,97.24509206
876,2,93.31632812,2.437446903,64.93951179
877,0,12.71582443,0.262211692,52.48315141
878,6,8.384570717,-0.1922882,95.96173994
879,4,1.822614863,-1.857830518,85.23344544
880,2,11.71329123,0.172586168,66.68652951
881,3,13.520675,0.329191262,81.79783481
882,4,1.832868072,-1.851708242,87.53052902
883,1,3.297183035,-1.210878356,54.88000297
884,4,18.1145965,0.648410964,86.9226151
885,1,17.77553833,0.62779001,54.23308727
886,3,11.86928415,0.18702449,73.59336477
887,3,2.00298502,-1.754843151,76.92844252
888,2,1.203605008,-2.310690038,67.74317089
889,2,6.183475507,-0.52462017,70.47606428
890,6,36.70248903,1.419046854,96.32356471
891,2,38.17868177,1.462082013,64.61111762
892,2,6.651793374,-0.44494458,67.91751591
893,2,13.68732459,0.342560596,66.55872313
894,4,1.48871128,-2.078678954,86.85262763
895,3,29.20020012,1.169487404,73.07158224
896,1,12.56155294,0.248890111,59.89746256
897,2,18.13241985,0.649484246,64.90855364
898,3,23.204278,0.918651183,80.78112087
899,2,24.80301731,0.991366808,65.09198482
900,3,4.192086936,-0.948810653,72.42486218
901,6,10.3062716,0.032923513,96.04344155
902,4,3.92213433,-1.021454308,87.86296404
903,3,1.526191862,-2.051542566,71.41227885
904,3,3.955312252,-1.012261187,73.95376206
905,2,5.82465762,-0.58986177,63.3658228
906,2,27.07633621,1.087073149,69.84789324
907,1,31.93880812,1.267323451,53.481719
908,5,11.54615623,0.156901614,90.92042074
909,2,3.201394123,-1.243053842,61.18239469
910,0,9.476501197,-0.058682157,50.3087135
911,3,33.38837627,1.315764406,72.03174308
912,0,9.485900953,-0.057600175,52.27125419
913,3,13.36549633,0.316593176,82.21980836
914,2,9.30233245,-0.07892683,61.47763262
915,2,1.828674708,-1.854207985,60.22846033
916,4,48.40170962,1.721014944,84.24071944
917,1,15.62048951,0.486743316,53.62239282
918,5,4.712009976,-0.82121373,93.28069024
919,0,9.282281736,-0.081281734,52.0031217
920,6,8.535584382,-0.172806801,97.31983807
921,4,10.95695981,0.099738825,87.46432725
922,4,16.94828583,0.575779703,84.59569014
923,4,8.179850659,-0.219265777,90.49013655
924,5,5.161755631,-0.721723259,92.94980478
925,2,14.77405073,0.42594256,68.279173
926,4,41.92381587,1.564207648,84.52424005
927,7,2.988425142,-1.318182658,99.27942969
928,4,9.544745905,-0.050850953,90.10692572
929,5,17.13035219,0.587441038,92.84952541
930,3,15.21396522,0.457964555,78.73465184
931,2,5.178022787,-0.718289281,68.90080563
932,5,5.623504678,-0.628217655,91.45034644
933,2,5.245482671,-0.704162782,65.93339412
934,1,8.225638781,-0.213173755,57.69158256
935,2,8.499329518,-0.177452207,70.96984907
936,4,21.34440423,0.827471553,87.17496088
937,3,1.533655899,-2.046218156,81.00342797
938,2,3.261801267,-1.222652893,71.14103388
939,4,7.630565814,-0.295128047,88.84965704
940,2,2.647909589,-1.450210673,60.7719
941,7,6.631314601,-0.448309705,99.11572661
942,2,4.277102268,-0.926899425,65.63597502
943,1,10.1133646,0.012302518,55.84631497
944,0,8.699074736,-0.15210066,51.41106672
945,5,27.07982385,1.087213715,93.83166855
946,2,5.863214761,-0.582661187,67.57984491
947,2,33.79721879,1.329046971,68.0753072
948,5,67.69446771,2.087131627,94.27253245
949,6,6.178409022,-0.52551475,96.51811926
950,4,2.327641896,-1.5909027,88.72096629
951,1,5.764639023,-0.601165697,58.04829085
952,5,13.30904339,0.311973761,92.17393998
953,2,31.40623158,1.248971749,60.95089965
954,2,8.225819399,-0.213149791,66.08522735
955,5,21.44331735,0.832517379,95.44752575
956,4,12.37095156,0.23220361,89.42416967
957,2,1.69509059,-1.93699319,68.0368857
958,4,11.99662915,0.198671237,82.80478189
959,1,24.34508896,0.971029194,53.56631264
960,2,4.481657437,-0.875914296,64.62534539
961,3,6.212861011,-0.519446041,74.54561995
962,3,20.97516931,0.80842707,80.21751639
963,4,26.08529627,1.04637826,86.35722091
964,2,9.903972334,-0.010530687,62.00609485
965,2,37.77696914,1.450538018,59.98956063
966,3,25.43646866,1.018889303,75.03644531
967,2,5.840681302,-0.586863561,71.07308607
968,6,9.454938453,-0.06116825,97.07751994
969,2,9.653480024,-0.038488459,67.16275549
970,3,3.217134909,-1.23770095,80.12609808
971,5,1.86196946,-1.834516336,93.6287799
972,6,8.57035539,-0.168370024,95.92283341
973,3,5.332012371,-0.686306593,71.61528955
974,3,14.17048946,0.38042129,73.81528539
975,1,6.075397071,-0.54386422,56.23295933
976,6,31.03304753,1.235926059,98.18115876
977,3,14.53058997,0.407808324,81.09369569
978,2,66.12295501,2.061497301,61.24182071
979,1,13.56972249,0.333143095,53.94835756
980,5,6.212728588,-0.519469303,92.20170715
981,3,3.498669206,-1.146145418,81.29422846
982,4,8.710464096,-0.150672724,84.13366767
983,2,23.23181922,0.91994575,61.4922138
984,1,7.999988077,-0.243530829,54.83466212
985,3,20.49066879,0.782922367,80.90321213
986,2,5.70406313,-0.612694555,70.55404185
987,1,5.237160457,-0.705895647,58.92668478
988,4,5.232140672,-0.706942207,85.88844958
989,2,7.395004886,-0.329349982,68.92548354
990,2,7.552167355,-0.306398935,67.9934214
991,1,3.71250878,-1.081400465,57.84859159
992,4,2.783909925,-1.395549099,87.6982261
993,1,2.714309184,-1.423181061,55.50924118
994,5,50.62770431,1.770086494,95.71117619
995,1,2.092767532,-1.706988481,59.95044122
996,1,9.049849216,-0.108957772,52.88946315
997,3,19.65225047,0.73732795,79.93700219
998,2,15.65186762,0.488933412,70.47920381
999,3,2.355622702,-1.577861625,71.78709855
1000,2,13.27445482,0.309133767,65.81281729
